,id,State,Jurisdiction,AbbreviatedDistrict,ZoneAcres,FedStateAcres,MunicipalAcres,State_from_zoning,Jurisdiction_from_zoning,County,Abbreviated District Name,Full District Name,District Mapped,District Mapped But Extinct,Overlay,Type of Zoning District,Affordable Housing District,Elderly Housing District,1-Family Treatment,2-Family Treatment,3-Family Treatment,4+-Family Treatment,1-Family Min. Lot (ACRES),1-Family Front Setback (# of feet),1-Family Side Setback (# of feet),1-Family Rear Setback (# of feet),1-Family Max. Lot Coverage - Buildings (%),1-Family Max. Lot Coverage - Buildings & Impervious Surface (%),1-Family Min. # Parking Spaces,1-Family Max. Height (# of stories),1-Family Max. Height (# of feet),1-Family Floor to Area Ratio,1-Family Min. Unit Size (SF),2-Family Affordable Housing Only,2-Family Elderly Housing Only,2-Family Min. Lot (ACRES),2-Family Max. Density (UNITS/ACRE),2-Family Front Setback (# of feet),2-Family Side Setback (# of feet),2-Family Rear Setback (# of feet),2-Family Max. Lot Coverage - Buildings (%),2-Family Max. Lot Coverage - Buildings & Impervious Surface (%),2-Family Min. # Parking Spaces Per Studio or 1BR,2-Family Min. # Parking Spaces Per 2+ BR,2-Family Max. Height (# of stories),2-Family Max. Height (# of feet),2-Family Floor to Area Ratio,2-Family Min. Unit Size (SF),3-Family Affordable Housing Only,3-Family Elderly Housing Only,3-Family Min. Lot (ACRES),3-Family Max. Density (UNITS/ACRE),3-Family Front Setback (# of feet),3-Family Side Setback (# of feet),3-Family Rear Setback (# of feet),3-Family Max. Lot Coverage - Buildings (%),3-Family Max. Lot Coverage - Buildings & Impervious Surface (%),3-Family Min. # Parking Spaces Per Studio or 1BR,3-Family Min. # Parking Spaces Per 2+ BR,3-Family Connection to Sewer and/or Water Required,3-Family Connection or Proximity to Public Transit Required,3-Family Max. Height (# of stories),3-Family Max. Height (# of feet),3-Family Floor to Area Ratio,3-Family Min. Unit Size (SF),3-Family Max. # Bedrooms Per Unit,4+-Family Affordable Housing Only,4+-Family Elderly Housing Only,4+-Family Min. Lot (ACRES),4+-Family Max. Density (UNITS/ACRE),4+-Family Front Setback (# of feet),4+-Family Side Setback (# of feet),4+-Family Rear Setback (# of feet),4+-Family Max. Lot Coverage - Buildings (%),4+-Family Max. Lot Coverage - Buildings & Impervious Surface (%),4+-Family Min. # Parking Spaces Per Studio or 1BR,4+-Family Min. # Parking Spaces Per 2+ BR,4+-Family Connection to Sewer and/or Water Required,4+-Family Connection or Proximity to Public Transit Required,4+-Family Max. Height (# of stories),4+-Family Max. Height (# of feet),4+-Family Floor to Area Ratio,4+-Family Min. Unit Size (SF),4+-Family Max. # Bedrooms Per Unit,4+-Family Max. # Units Per Building,Affordable Housing (AH) Treatment,AH - Definition,AH - Elderly Housing Only,AH Min. Lot (ACRES),AH Max. Density (UNITS/ACRE),AH Min. # Parking Spaces Per Studio or 1BR,AH Min. # Parking Spaces Per 2+ BR,AH Connection to Sewer and/or Water Required,AH Connection or Proximity to Public Transit Required,AH Min. Unit Size (SF),AH Max. # Bedrooms Per Unit,AH Max. # Units Per  Building,Accessory Dwelling Unit (ADU) Treatment,ADU Employee or Family Occupancy Required,ADU Renter Occupancy Prohibited,ADU Owner Occupancy Required,ADU Elderly Housing Only,ADU Min. Lot (acres),ADU Min. # Parking Spaces (Additional to Main Unit),"ADU Restricted to Only Primary Structure (i.e., No Outbuildings like Garages)",ADU Max. Size (% of Main Unit),ADU Max. Size (SF),ADU Max. # Bedrooms Per Unit,Planned Residential Development (PRD) Treatment,Mobile or Manufactured Home Park (Y/N),PRD Min. Lot (Acres),PRD Max. Density (Units/Acre),PRD Max. # Units Per Development,Special Notes,Tooltip Notes,AduMaxSizeLimit,1MUS,2MUS,3MUS,4MUS,MUS,1MLS,2MLS,3MLS,4MLS,1E,2E,3E,4E,AEld,PK
177,HI--HAWAII--RM3.5,HI,Hawaii,RM-3.5,147.4222862185399,14.91708019396599,132.5052060245739,HI,Hawaii,Hawaii,RM-3.5,"Multiple-Family Residential - 3,500 square feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.17,20,8,20,NONE,NONE,2,NONE,45; 120 in Hilo,NONE,NONE,No,No,0.17,12,20,8,20,NONE,NONE,4,4,NONE,45; 120 in Hilo,NONE,NONE,No,No,0.17,12,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.17,12,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Prohibited,No,No,No,No,,,,,,,Public Hearing,No,0.17,12.5,NONE,,,False,True,True,True,True,True,B,B,B,B,No,No,No,No,No,2 for 1-family; 4 for 2-family (total); 4 for 2-family (per studio/1br); 1.25 for 3-family (total); 1.25 for 3-family (per studio/1br); 1.25 for 4+ family (total); 1.25 for 2+ family (per studio/1br)
178,HI--HAWAII--RM30,HI,Hawaii,RM-30,52.3860670046692,0.0,52.3860670046692,HI,Hawaii,Hawaii,RM-30,"Multiple-Family Residential - 30,000 square feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.69,20,8,20,NONE,NONE,2,NONE,45; 120 in Hilo,NONE,NONE,No,No,1.38,2,20,8,20,NONE,NONE,4,4,NONE,45; 120 in Hilo,NONE,NONE,No,No,0.69,1,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.69,1,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Prohibited,No,No,No,No,,,,,,,Public Hearing,No,0.69,1.5,NONE,,,False,True,True,True,True,True,C,D,C,C,No,No,No,No,No,2 for 1-family; 4 for 2-family (total); 4 for 2-family (per studio/1br); 1.25 for 3-family (total); 1.25 for 3-family (per studio/1br); 1.25 for 4+ family (total); 1.25 for 2+ family (per studio/1br)
179,HI--HAWAII--RM4,HI,Hawaii,RM-4,784.8133183704529,11.4249164983061,773.3884018721468,HI,Hawaii,Hawaii,RM-4,"Multiple-Family Residential - 4,000 square feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.17,20,8,20,NONE,NONE,2,NONE,45; 120 in Hilo,NONE,NONE,No,No,0.18,12,20,8,20,NONE,NONE,4,4,NONE,45; 120 in Hilo,NONE,NONE,No,No,0.17,11,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.17,11,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Prohibited,No,No,No,No,,,,,,,Public Hearing,No,0.17,11.0,NONE,,,False,True,True,True,True,True,B,B,B,B,No,No,No,No,No,2 for 1-family; 4 for 2-family (total); 4 for 2-family (per studio/1br); 1.25 for 3-family (total); 1.25 for 3-family (per studio/1br); 1.25 for 4+ family (total); 1.25 for 2+ family (per studio/1br)
180,HI--HAWAII--RM5,HI,Hawaii,RM-5,192.61965455999055,29.12525198285675,163.4944025771338,HI,Hawaii,Hawaii,RM-5,"Multiple-Family Residential - 5,000 square feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.17,20,8,20,NONE,NONE,2,NONE,45; 120 in Hilo,NONE,NONE,No,No,0.23,8,20,8,20,NONE,NONE,4,4,NONE,45; 120 in Hilo,NONE,NONE,No,No,0.17,9,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.17,9,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Prohibited,No,No,No,No,,,,,,,Public Hearing,No,0.17,9.0,NONE,,,False,True,True,True,True,True,B,B,B,B,No,No,No,No,No,2 for 1-family; 4 for 2-family (total); 4 for 2-family (per studio/1br); 1.25 for 3-family (total); 1.25 for 3-family (per studio/1br); 1.25 for 4+ family (total); 1.25 for 2+ family (per studio/1br)
181,HI--HAWAII--RM5.5,HI,Hawaii,RM-5.5,62.16832408723122,0.25846310164211284,61.909860985589106,HI,Hawaii,Hawaii,RM-5.5,"Multiple-Family Residential - 5,500 square feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.17,20,8,20,NONE,NONE,2,NONE,45; 120 in Hilo,NONE,NONE,No,No,0.25,8,20,8,20,NONE,NONE,4,4,NONE,45; 120 in Hilo,NONE,NONE,No,No,0.17,8,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.17,8,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Prohibited,No,No,No,No,,,,,,,Public Hearing,No,0.17,8.0,NONE,,,False,True,True,True,True,True,B,B,B,B,No,No,No,No,No,2 for 1-family; 4 for 2-family (total); 4 for 2-family (per studio/1br); 1.25 for 3-family (total); 1.25 for 3-family (per studio/1br); 1.25 for 4+ family (total); 1.25 for 2+ family (per studio/1br)
182,HI--HAWAII--RM6,HI,Hawaii,RM-6,181.42749703529637,0.0,181.42749703529637,HI,Hawaii,Hawaii,RM-6,"Multiple-Family Residential - 6,000 square feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.17,20,8,20,NONE,NONE,2,NONE,45; 120 in Hilo,NONE,NONE,No,No,0.28,8,20,8,20,NONE,NONE,4,4,NONE,45; 120 in Hilo,NONE,NONE,No,No,0.17,7,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.17,7,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Prohibited,No,No,No,No,,,,,,,Public Hearing,No,0.17,7.0,NONE,,,False,True,True,True,True,True,B,B,B,B,No,No,No,No,No,2 for 1-family; 4 for 2-family (total); 4 for 2-family (per studio/1br); 1.25 for 3-family (total); 1.25 for 3-family (per studio/1br); 1.25 for 4+ family (total); 1.25 for 2+ family (per studio/1br)
183,HI--HAWAII--RM7,HI,Hawaii,RM-7,104.32795146325901,4.07142374318633e-08,104.32795142254477,HI,Hawaii,Hawaii,RM-7,"Multiple-Family Residential - 7,000 square feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.17,20,8,20,NONE,NONE,2,NONE,45; 120 in Hilo,NONE,NONE,No,No,0.32,6,20,8,20,NONE,NONE,4,4,NONE,45; 120 in Hilo,NONE,NONE,No,No,0.17,6,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.17,6,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Prohibited,No,No,No,No,,,,,,,Public Hearing,No,0.17,6.0,NONE,,,False,True,True,True,True,True,B,B,B,B,No,No,No,No,No,2 for 1-family; 4 for 2-family (total); 4 for 2-family (per studio/1br); 1.25 for 3-family (total); 1.25 for 3-family (per studio/1br); 1.25 for 4+ family (total); 1.25 for 2+ family (per studio/1br)
184,HI--HAWAII--RM8,HI,Hawaii,RM-8,103.02130860901464,0.0,103.02130860901464,HI,Hawaii,Hawaii,RM-8,"Multiple-Family Residential - 8,000 square feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.18,20,8,20,NONE,NONE,2,NONE,45; 120 in Hilo,NONE,NONE,No,No,0.37,6,20,8,20,NONE,NONE,4,4,NONE,45; 120 in Hilo,NONE,NONE,No,No,0.18,5,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.18,5,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Prohibited,No,No,No,No,,,,,,,Public Hearing,No,0.18,5.5,NONE,,,False,True,True,True,True,True,B,B,B,B,No,No,No,No,No,2 for 1-family; 4 for 2-family (total); 4 for 2-family (per studio/1br); 1.25 for 3-family (total); 1.25 for 3-family (per studio/1br); 1.25 for 4+ family (total); 1.25 for 2+ family (per studio/1br)
185,HI--HAWAII--RS10,HI,Hawaii,RS-10,8494.904964130134,1482.478495278344,7012.42646885179,HI,Hawaii,Hawaii,RS-10,"Single-Family Residential - 10,000 square feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.23,20,10,20,NONE,NONE,2,NONE,35,NONE,NONE,,,,,,,,,,,,,,,,No,No,,,,,,,,,,No,No,,,,,,No,No,,,,,,,,,,No,No,,,,,,,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Allowed/Conditional,No,No,No,No,0.23,2,No,NONE,NONE,NONE,Public Hearing,No,0.17,6.0,NONE,,,True,True,False,False,False,True,B,A,A,A,No,No,No,No,No,2 for 1-family
186,HI--HAWAII--RS10A,HI,Hawaii,RS-10a,14.75756352717585,0.0,14.75756352717585,HI,Hawaii,Hawaii,RS-10a,Single-Family Residential - 10 acres,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,10,25,15,25,NONE,NONE,2,NONE,35,NONE,NONE,,,,,,,,,,,,,,,,No,No,,,,,,,,,,No,No,,,,,,No,No,,,,,,,,,,No,No,,,,,,,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Allowed/Conditional,No,No,No,No,10,2,No,NONE,NONE,NONE,Public Hearing,No,10.0,0.1,NONE,,,True,True,False,False,False,True,E,A,A,A,No,No,No,No,No,2 for 1-family
187,HI--HAWAII--RS15,HI,Hawaii,RS-15,5459.875772251593,1124.708717588488,4335.167054663105,HI,Hawaii,Hawaii,RS-15,"Single-Family Residential - 15,000 square feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.34,20,10,20,NONE,NONE,2,NONE,35,NONE,NONE,,,,,,,,,,,,,,,,No,No,,,,,,,,,,No,No,,,,,,No,No,,,,,,,,,,No,No,,,,,,,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Allowed/Conditional,No,No,No,No,0.34,2,No,NONE,NONE,NONE,Public Hearing,No,0.23,4.0,NONE,,,True,True,False,False,False,True,B,A,A,A,No,No,No,No,No,2 for 1-family
188,HI--HAWAII--RS20,HI,Hawaii,RS-20,2307.8854122098205,86.36077082121983,2221.5246413886007,HI,Hawaii,Hawaii,RS-20,"Single-Family Residential - 20,000 squre feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.46,25,15,25,NONE,NONE,2,NONE,35,NONE,NONE,,,,,,,,,,,,,,,,No,No,,,,,,,,,,No,No,,,,,,No,No,,,,,,,,,,No,No,,,,,,,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Allowed/Conditional,No,No,No,No,0.46,2,No,NONE,NONE,NONE,Public Hearing,No,0.28,3.5,NONE,,,True,True,False,False,False,True,B,A,A,A,No,No,No,No,No,2 for 1-family
189,HI--HAWAII--RS22,HI,Hawaii,RS-22,157.1776055751465,157.17760541773998,1.5740650383122556e-07,HI,Hawaii,Hawaii,RS-22,"Single-Family Residential - 22,000 square feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.49,25,15,25,NONE,NONE,2,NONE,35,NONE,NONE,,,,,,,,,,,,,,,,No,No,,,,,,,,,,No,No,,,,,,No,No,,,,,,,,,,No,No,,,,,,,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Allowed/Conditional,No,No,No,No,0.51,2,No,NONE,NONE,NONE,Public Hearing,No,0.5,2.0,NONE,,,True,True,False,False,False,True,C,A,A,A,No,No,No,No,No,2 for 1-family
190,HI--HAWAII--RS40,HI,Hawaii,RS-40,0.9993223074721956,0.0,0.9993223074721956,HI,Hawaii,Hawaii,RS-40,"Single-Family Residential - 40,000 square feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.92,25,15,25,NONE,NONE,2,NONE,35,NONE,NONE,,,,,,,,,,,,,,,,No,No,,,,,,,,,,No,No,,,,,,No,No,,,,,,,,,,No,No,,,,,,,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Allowed/Conditional,No,No,No,No,0.92,2,No,NONE,NONE,NONE,Public Hearing,No,0.46,2.0,NONE,,,True,True,False,False,False,True,D,A,A,A,No,No,No,No,No,2 for 1-family
191,HI--HAWAII--RS5A,HI,Hawaii,RS-5a,32.413589732533154,0.0,32.413589732533154,HI,Hawaii,Hawaii,RS-5a,Single-Family Residential - 5 acres,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,5,25,15,25,NONE,NONE,2,NONE,35,NONE,NONE,,,,,,,,,,,,,,,,No,No,,,,,,,,,,No,No,,,,,,No,No,,,,,,,,,,No,No,,,,,,,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Allowed/Conditional,No,No,No,No,5,2,No,NONE,NONE,NONE,Public Hearing,No,5.0,0.2,NONE,,,True,True,False,False,False,True,E,A,A,A,No,No,No,No,No,2 for 1-family
192,HI--HAWAII--RS7.5,HI,Hawaii,RS-7.5,1941.7027371222996,288.2301352286032,1653.4726018936963,HI,Hawaii,Hawaii,RS-7.5,"Single-Family Residential - 7,500 squre feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.17,15,8,15,NONE,NONE,2,NONE,35,NONE,NONE,,,,,,,,,,,,,,,,No,No,,,,,,,,,,No,No,,,,,,No,No,,,,,,,,,,No,No,,,,,,,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Allowed/Conditional,No,No,No,No,0.23,2,No,NONE,NONE,NONE,Public Hearing,No,0.14,7.0,NONE,,,True,True,False,False,False,True,B,A,A,A,No,No,No,No,No,2 for 1-family
193,HI--HAWAII--UNV,HI,Hawaii,UNV,311.31149802786894,310.8023221312004,0.5091758966685234,HI,Hawaii,Hawaii,UNV,University - 10 acres,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,No,No,,,,,,No,No,,,,,,,,,,No,No,,,,,,,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Prohibited,No,No,No,No,No,No,No,No,No,No,Prohibited,No,,,,,,True,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
194,HI--HAWAII--V.75,HI,Hawaii,V-.75,286.78738333237254,29.126221508436345,257.6611618239362,HI,Hawaii,Hawaii,V-.75,Resort-Hotel - 750 square feet,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.34,20,8,20,NONE,NONE,2,NONE,45,NONE,NONE,No,No,0.34,6,20,8,20,NONE,NONE,4,4,NONE,45,NONE,NONE,No,No,0.34,58,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.34,58,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Prohibited,No,No,No,No,No,No,No,No,No,No,Public Hearing,No,0.34,58.0,NONE,,,True,True,True,True,True,True,B,B,B,B,No,No,No,No,No,2 for 1-family; 4 for 2-family (total); 4 for 2-family (per studio/1br); 1.25 for 3-family (total); 1.25 for 3-family (per studio/1br); 1.25 for 4+ family (total); 1.25 for 2+ family (per studio/1br)
195,HI--HAWAII--V1,HI,Hawaii,V-1,2.198649194139283,0.0,2.198649194139283,HI,Hawaii,Hawaii,V-1,"Resort-Hotel - 1,000 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.34,20,8,20,NONE,NONE,2,NONE,45,NONE,NONE,No,No,0.34,6,20,8,20,NONE,NONE,4,4,NONE,45,NONE,NONE,No,No,0.34,44,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.34,44,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Prohibited,No,No,No,No,No,No,No,No,No,No,Public Hearing,No,0.34,43.5,NONE,,,True,True,True,True,True,True,B,B,B,B,No,No,No,No,No,2 for 1-family; 4 for 2-family (total); 4 for 2-family (per studio/1br); 1.25 for 3-family (total); 1.25 for 3-family (per studio/1br); 1.25 for 4+ family (total); 1.25 for 2+ family (per studio/1br)
196,HI--HAWAII--V1.0,HI,Hawaii,V-1.0,23.35501868528968,0.0,23.35501868528968,HI,Hawaii,Hawaii,V-1.0,"Resort-Hotel - 1,000 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.34,20,8,20,NONE,NONE,2,NONE,45,NONE,NONE,No,No,0.34,6,20,8,20,NONE,NONE,4,4,NONE,45,NONE,NONE,No,No,0.34,44,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.34,44,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Prohibited,No,No,No,No,No,No,No,No,No,No,Public Hearing,No,0.34,43.5,NONE,,,True,True,True,True,True,True,B,B,B,B,No,No,No,No,No,2 for 1-family; 4 for 2-family (total); 4 for 2-family (per studio/1br); 1.25 for 3-family (total); 1.25 for 3-family (per studio/1br); 1.25 for 4+ family (total); 1.25 for 2+ family (per studio/1br)
197,HI--HAWAII--V1.25,HI,Hawaii,V-1.25,588.6691262787756,34.21366486721685,554.4554614115588,HI,Hawaii,Hawaii,V-1.25,"Resort-Hotel - 1,250 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.34,20,8,20,NONE,NONE,2,NONE,45,NONE,NONE,No,No,0.34,6,20,8,20,NONE,NONE,4,4,NONE,45,NONE,NONE,No,No,0.34,35,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.34,35,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Prohibited,No,No,No,No,No,No,No,No,No,No,Public Hearing,No,0.34,35.0,NONE,,,True,True,True,True,True,True,B,B,B,B,No,No,No,No,No,2 for 1-family; 4 for 2-family (total); 4 for 2-family (per studio/1br); 1.25 for 3-family (total); 1.25 for 3-family (per studio/1br); 1.25 for 4+ family (total); 1.25 for 2+ family (per studio/1br)
198,HI--HAWAII--V1.5,HI,Hawaii,V-1.5,42.46330041251517,0.08155672934593343,42.38174368316923,HI,Hawaii,Hawaii,V-1.5,"Resort-Hotel - 1,500 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.34,20,8,20,NONE,NONE,2,NONE,45,NONE,NONE,No,No,0.34,6,20,8,20,NONE,NONE,4,4,NONE,45,NONE,NONE,No,No,0.34,29,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.34,29,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Prohibited,No,No,No,No,No,No,No,No,No,No,Public Hearing,No,0.34,29.0,NONE,,,True,True,True,True,True,True,B,B,B,B,No,No,No,No,No,2 for 1-family; 4 for 2-family (total); 4 for 2-family (per studio/1br); 1.25 for 3-family (total); 1.25 for 3-family (per studio/1br); 1.25 for 4+ family (total); 1.25 for 2+ family (per studio/1br)
199,HI--HAWAII--V1.75,HI,Hawaii,V-1.75,8.528810060920843,0.08948890902068948,8.439321151900154,HI,Hawaii,Hawaii,V-1.75,"Resort-Hotel - 1,750 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.34,20,8,20,NONE,NONE,2,NONE,45,NONE,NONE,No,No,0.34,6,20,8,20,NONE,NONE,4,4,NONE,45,NONE,NONE,No,No,0.34,25,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.34,25,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Prohibited,No,No,No,No,No,No,No,No,No,No,Public Hearing,No,0.34,25.0,NONE,,,True,True,True,True,True,True,B,B,B,B,No,No,No,No,No,2 for 1-family; 4 for 2-family (total); 4 for 2-family (per studio/1br); 1.25 for 3-family (total); 1.25 for 3-family (per studio/1br); 1.25 for 4+ family (total); 1.25 for 2+ family (per studio/1br)
